Product Line	Item Number	Item Type	Subinventory Location	Inventory Location	Parent Lot Number	Lot Number	Quantity	UOM	Status	Summarize Date	Creation Date
2000	357663	CW-FG	FIN BUND	A38	107-331349-00	357663-001476	2300	LB	Active	11/13/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331349-00	357663-001476	2300	LB	Active	11/14/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331349-00	357663-001476	2300	LB	Active	11/15/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331349-00	357663-001476	2300	LB	Active	11/16/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331349-00	357663-001476	2300	LB	Active	11/17/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331349-00	357663-001476	2300	LB	Active	11/18/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331349-00	357663-001476	2300	LB	Active	11/19/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001474	2300	LB	Active	11/9/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001474	2300	LB	Active	11/10/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001474	2300	LB	Active	11/11/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001474	2300	LB	Active	11/12/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001474	2300	LB	Active	11/13/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001474	2300	LB	Active	11/14/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001474	2300	LB	Active	11/15/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001474	2300	LB	Active	11/16/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001474	2300	LB	Active	11/17/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001474	2300	LB	Active	11/18/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001474	2300	LB	Active	11/19/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001475	2300	LB	Active	11/9/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001475	2300	LB	Active	11/10/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001475	2300	LB	Active	11/11/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001475	2300	LB	Active	11/12/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001475	2300	LB	Active	11/13/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001475	2300	LB	Active	11/14/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001475	2300	LB	Active	11/15/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001475	2300	LB	Active	11/16/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001475	2300	LB	Active	11/17/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001475	2300	LB	Active	11/18/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	A38	107-331350-00	357663-001475	2300	LB	Active	11/19/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	12/30/2023	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	12/31/2023	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/1/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/2/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/3/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/4/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/5/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/6/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/7/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/8/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/9/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/10/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/11/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/12/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/13/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/14/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/15/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/16/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/17/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/18/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/19/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/20/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/21/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/22/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B11	107-378268-00	357663-001534	2300	LB	Active	1/23/2024	December 29, 2023
2000	357663	CW-FG	FIN BUND	B15	107-331334-00	357663-001472	2300	LB	Active	10/18/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B15	107-331334-00	357663-001472	2300	LB	Active	10/19/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B15	107-331334-00	357663-001472	2300	LB	Active	10/20/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B15	107-331334-00	357663-001472	2300	LB	Active	10/21/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B15	107-331334-00	357663-001472	2300	LB	Active	10/22/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B15	107-331334-00	357663-001472	2300	LB	Active	10/23/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B15	107-331334-00	357663-001472	2300	LB	Active	10/24/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B15	107-331334-00	357663-001472	2300	LB	Active	10/25/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B24	107-331349-00	357663-001476	2300	LB	Active	11/7/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B24	107-331349-00	357663-001476	2300	LB	Active	11/8/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B24	107-331350-00	357663-001474	2300	LB	Active	11/7/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B24	107-331350-00	357663-001474	2300	LB	Active	11/8/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B24	107-331350-00	357663-001475	2300	LB	Active	11/7/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B24	107-331350-00	357663-001475	2300	LB	Active	11/8/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B25	107-331349-00	357663-001476	2300	LB	Active	11/20/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B25	107-331350-00	357663-001475	2300	LB	Active	12/4/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B25	107-331350-00	357663-001475	2300	LB	Active	12/5/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B25	107-331350-00	357663-001475	2300	LB	Active	12/6/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B25	107-331350-00	357663-001475	2300	LB	Active	12/7/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B25	107-331350-00	357663-001475	2300	LB	Active	12/8/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B25	107-331350-00	357663-001475	2300	LB	Active	12/9/2023	October 17, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	8/20/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	8/21/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	8/22/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	8/23/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	8/24/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	8/25/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	8/26/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	8/27/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	8/28/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	8/29/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	8/30/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	8/31/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	9/1/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	9/2/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B41	107-282430-00	357663-001428	2300	LB	Active	9/3/2023	August 19, 2023
2000	357663	CW-FG	STG-FG	103556-1970808I	107-040716-00	357663-001478	2300	LB	Active	11/1/2023	October 17, 2023
2000	357663	CW-FG	STG-FG	103676-1971875I	107-331346-00	357663-001473	2300	LB	Active	11/3/2023	October 17, 2023
2000	357664	CW-FG	DOCK-STG	DOCK 1	107-143050-00	357664-000778	2300	LB	Active	5/24/2023	January 15, 2023
2000	357664	CW-FG	DOCK-STG	DOCK 1	107-143050-00	357664-000778	2300	LB	Active	5/25/2023	January 15, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-157427-00	357663-001322	2290	LB	Active	3/30/2023	February 18, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-157427-00	357663-001322	2290	LB	Active	3/31/2023	February 18, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-157432-00	357663-001336	2290	LB	Active	4/23/2023	February 18, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-157432-00	357663-001336	2290	LB	Active	4/24/2023	February 18, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-157432-00	357663-001336	2290	LB	Active	4/25/2023	February 18, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-378274-00	357663-001501	2290	LB	Active	1/26/2024	December 28, 2023
2000	357663	CW-FG	FIN BUND	A34	107-157432-00	357663-001336	2290	LB	Active	4/19/2023	February 18, 2023
2000	357663	CW-FG	FIN BUND	A34	107-157432-00	357663-001336	2290	LB	Active	4/20/2023	February 18, 2023
2000	357663	CW-FG	FIN BUND	A34	107-157432-00	357663-001336	2290	LB	Active	4/21/2023	February 18, 2023
2000	357663	CW-FG	FIN BUND	A34	107-157432-00	357663-001336	2290	LB	Active	4/22/2023	February 18, 2023
2000	357663	CW-FG	FIN BUND	B32	107-157432-00	357663-001336	2290	LB	Active	4/1/2023	February 18, 2023
2000	357663	CW-FG	FIN BUND	B32	107-157432-00	357663-001336	2290	LB	Active	4/2/2023	February 18, 2023
2000	357663	CW-FG	FIN BUND	B32	107-157432-00	357663-001336	2290	LB	Active	4/3/2023	February 18, 2023
2000	357663	CW-FG	FIN BUND	B32	107-157432-00	357663-001336	2290	LB	Active	4/4/2023	February 18, 2023
2000	357663	CW-FG	FIN BUND	B32	107-157432-00	357663-001336	2290	LB	Active	4/5/2023	February 18, 2023
2000	357663	CW-FG	FIN BUND	B32	107-157432-00	357663-001336	2290	LB	Active	4/6/2023	February 18, 2023
2000	357663	CW-FG	FIN BUND	B39	107-378274-00	357663-001501	2290	LB	Active	1/18/2024	December 28, 2023
2000	357663	CW-FG	FIN BUND	B39	107-378274-00	357663-001501	2290	LB	Active	1/19/2024	December 28, 2023
2000	357663	CW-FG	FIN BUND	B39	107-378274-00	357663-001501	2290	LB	Active	1/20/2024	December 28, 2023
2000	357663	CW-FG	FIN BUND	B39	107-378274-00	357663-001501	2290	LB	Active	1/21/2024	December 28, 2023
2000	357663	CW-FG	FIN BUND	B39	107-378274-00	357663-001501	2290	LB	Active	1/22/2024	December 28, 2023
2000	357663	CW-FG	FIN BUND	B39	107-378274-00	357663-001501	2290	LB	Active	1/23/2024	December 28, 2023
2000	357663	CW-FG	FIN BUND	B39	107-378274-00	357663-001501	2290	LB	Active	1/24/2024	December 28, 2023
2000	357663	CW-FG	FIN BUND	B39	107-378274-00	357663-001501	2290	LB	Active	1/25/2024	December 28, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/6/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/7/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/8/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/9/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/10/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/11/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/13/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/14/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/15/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/16/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/17/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/18/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/19/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/20/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/21/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/22/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/23/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/24/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/25/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/26/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/27/2023	February 18, 2023
2000	357663	CW-FG	FIN COIL	P13	107-157427-00	357663-001322	2290	LB	Active	3/28/2023	February 18, 2023
2000	357663	CW-FG	STG-FG	101154-1892100I	107-157427-00	357663-001322	2290	LB	Active	3/29/2023	February 18, 2023
2000	357662	CW-FG	FIN BUND	B39	107-136116-00	357662-000521	2285	LB	Active	3/15/2023	January 14, 2023
2000	357662	CW-FG	FIN BUND	B39	107-136116-00	357662-000521	2285	LB	Active	3/16/2023	January 14, 2023
2000	357662	CW-FG	FIN BUND	B39	107-136116-00	357662-000521	2285	LB	Active	3/17/2023	January 14, 2023
2000	357662	CW-FG	FIN BUND	B39	107-136116-00	357662-000521	2285	LB	Active	3/18/2023	January 14, 2023
2000	357662	CW-FG	FIN BUND	B39	107-136116-00	357662-000521	2285	LB	Active	3/19/2023	January 14, 2023
2000	357662	CW-FG	FIN BUND	B40	107-136116-00	357662-000521	2285	LB	Active	3/20/2023	January 14, 2023
2000	357662	CW-FG	FIN BUND	B40	107-136116-00	357662-000521	2285	LB	Active	3/21/2023	January 14, 2023
2000	357662	CW-FG	FIN BUND	B40	107-136116-00	357662-000521	2285	LB	Active	3/22/2023	January 14, 2023
2000	357662	CW-FG	FIN BUND	B40	107-136116-00	357662-000521	2285	LB	Active	3/23/2023	January 14, 2023
2000	357662	CW-FG	FIN BUND	B40	107-136116-00	357662-000521	2285	LB	Active	3/24/2023	January 14, 2023
2000	357662	CW-FG	FIN BUND	B40	107-136116-00	357662-000521	2285	LB	Active	3/25/2023	January 14, 2023
2000	357662	CW-FG	FIN BUND	B40	107-136116-00	357662-000521	2285	LB	Active	3/26/2023	January 14, 2023
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	2/2/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	2/3/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	2/4/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	2/5/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	2/6/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	2/7/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	2/8/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	2/9/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	2/10/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	2/11/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	2/12/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	2/13/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	3/7/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	3/8/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	3/9/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B16	107-398114-00	357663-001550	2285	LB	Active	3/10/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B18	107-398114-00	357663-001550	2285	LB	Active	4/5/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B18	107-398114-00	357663-001550	2285	LB	Active	4/6/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B18	107-398114-00	357663-001550	2285	LB	Active	4/7/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B18	107-398114-00	357663-001550	2285	LB	Active	4/8/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B18	107-398114-00	357663-001550	2285	LB	Active	4/9/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B18	107-398114-00	357663-001550	2285	LB	Active	4/10/2024	February 1, 2024
2000	357663	CW-FG	FIN BUND	B18	107-398114-00	357663-001550	2285	LB	Active	4/11/2024	February 1, 2024
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-426456-00	357663-001600	1910	LB	Active	4/21/2024	April 14, 2024
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-426456-00	357663-001600	1910	LB	Active	4/22/2024	April 14, 2024
2000	357663	CW-FG	FIN BUND	B28	107-426456-00	357663-001600	1910	LB	Active	4/15/2024	April 14, 2024
2000	357663	CW-FG	FIN BUND	B28	107-426456-00	357663-001600	1910	LB	Active	4/16/2024	April 14, 2024
2000	357663	CW-FG	FIN BUND	B28	107-426456-00	357663-001600	1910	LB	Active	4/17/2024	April 14, 2024
2000	357663	CW-FG	FIN BUND	B28	107-426456-00	357663-001600	1910	LB	Active	4/18/2024	April 14, 2024
2000	357663	CW-FG	FIN BUND	B28	107-426456-00	357663-001600	1910	LB	Active	4/19/2024	April 14, 2024
2000	357663	CW-FG	FIN BUND	B28	107-426456-00	357663-001600	1910	LB	Active	4/20/2024	April 14, 2024
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-272662-00	357663-001425	1700	LB	Active	7/21/2023	July 15, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-272662-00	357663-001425	1700	LB	Active	7/22/2023	July 15, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-272662-00	357663-001425	1700	LB	Active	7/23/2023	July 15, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-272662-00	357663-001425	1700	LB	Active	7/24/2023	July 15, 2023
2000	357663	CW-FG	FIN BUND	B13	107-272662-00	357663-001425	1700	LB	Active	7/16/2023	July 15, 2023
